,2020-06-01 06:00:00,2020-06-01 18:00:00,2020-06-02 06:00:00,2020-06-02 18:00:00,2020-06-03 06:00:00,2020-06-03 18:00:00,2020-06-04 06:00:00,2020-06-04 18:00:00,2020-06-05 06:00:00,2020-06-05 18:00:00,2020-06-06 06:00:00,2020-06-06 18:00:00,2020-06-07 06:00:00,2020-06-07 18:00:00,2020-06-08 06:00:00,2020-06-08 18:00:00,2020-06-09 06:00:00,2020-06-09 18:00:00,2020-06-10 06:00:00,2020-06-10 18:00:00,2020-06-11 06:00:00,2020-06-11 18:00:00,2020-06-12 06:00:00,2020-06-12 18:00:00,2020-06-13 06:00:00,2020-06-13 18:00:00,2020-06-14 06:00:00,2020-06-14 18:00:00,2020-06-15 06:00:00,2020-06-15 18:00:00,2020-06-16 06:00:00,2020-06-16 18:00:00,2020-06-17 06:00:00,2020-06-17 18:00:00,2020-06-18 06:00:00,2020-06-18 18:00:00,2020-06-19 06:00:00,2020-06-19 18:00:00,2020-06-20 06:00:00,2020-06-20 18:00:00,2020-06-21 06:00:00,2020-06-21 18:00:00,2020-06-22 06:00:00,2020-06-22 18:00:00,2020-06-23 06:00:00,2020-06-23 18:00:00,2020-06-24 06:00:00,2020-06-24 18:00:00,2020-06-25 06:00:00,2020-06-25 18:00:00,2020-06-26 06:00:00,2020-06-26 18:00:00,2020-06-27 06:00:00,2020-06-27 18:00:00,2020-06-28 06:00:00,2020-06-28 18:00:00,2020-06-29 06:00:00,2020-06-29 18:00:00,2020-06-30 06:00:00,2020-06-30 18:00:00
 PP_CRS_WGT_WT ,794,787,649,417,138,428,798,889,547,701,772,596,750,849,743,682,140,780,417,852,612,594,525,766,573,637,805,854,780,686,534,469,271,1089,626,67,308,816,964,888,737,786,286,562,412,466,385,348,362,628,599,701,713,630,724,690,839,743,680,1285
